659134,GAZIYEV,Tarkhan Ismailovich,Tarkhan Ismailovich Gaziyev,F&4&&&M$$$$$$$$~&Y3&B$$$$$$,TERRORISM,,,,.,1965:11:00,"Itum-Kale District, Chechen Ingush; Chechen Republic, Russia; Bugaroy Village, Itum-Kalinskiy District, Republic of Chechnya, Russian Federation; Itum-Kale, Chechen Republic, Russian Federation; Pozh-Poroy, Chechen Republic, Russian Federation"
661974,HAMSHO,Muhammad,Muhammad Hamsho,2&B42@$$$$$$$$$B&2&B&8$$$$$,POLITICAL INDIVIDUAL,,PEP,Member of Parliament,.,1966:05:00,"Damascus, Syria"
661990,GHAZAL,Mohammad Walid,Mohammad Walid Ghazal,F&4&W$$$$$$$$$$B&2&B&8$$$$$,POLITICAL INDIVIDUAL,,PEP,Minister of Housing and Urban Development,.,1951:00:00,"Aleppo; Aleppo, Syrian Arab Republic"
662041,AL HOUTHI,Abdul Malik,Abdul Malik Al Houthi,&W&&~27$$$$$$$$&M8#$$$$$$$$,TERRORISM,,,Leader of Yemen's Houthi Movement,.,1982:00:00,"Dahyan Governorate, Yemen"
666508,AHMAD AL-ABDULLAH,Subhi,Subhi Ahmad Al-Abdullah,&W&M8&W&$$$$$$$4&M7$$$$$$$$,POLITICAL INDIVIDUAL,,PEP,Minister of Agriculture and Agrarian Reform,.,1951:00:00,"Idleb, Sryia;Idleb, Syria"
670732,MURADOV,Georgiy L'vovich,Georgiy L'Vovich Muradov,F&&YF7$$$$$$$$$WM&M&3$$$$$$,POLITICAL INDIVIDUAL,,PEP,Deputy Prime Minister of Crimea,.,1954:11:00,"Kochmes, Komi Republic, Russian Federation; Komi Republic; Kochmes, Komi ASSR; Kochmes, Komi Republic"
674648,KIM,Yong Chol,Yong Chol Kim,3&B$$$$$$$$$$$$J2&W$$$$$$$$,MILITARY,Lieutenant General,PEP,Commander of Reconnaissance General Bureau (RGB),.,1947:00:00,"Pyongan-Pukto, North Korea; Alt POB: Pyongan-Pukto, Democratic People's Republic of Korea"
677095,DJOUADI,Yahia,Yahia Djouadi,8F&&&87$$$$$$$$#2&&$$$$$$$$,TERRORISM,,,,.,1967:01:00,"M'Hamid, Wilaya (province) of Sidi Bel Abbes, Algeria; M'Hamid, Sidi Bel Abbas, Algeria"
687190,KHATAM OL ANBIA GHARARGAH SAZANDEGI NOOH,,Khatam Ol Anbia Gharargah Sazandegi Nooh,P&@$$$$$$$$$$$$3&~&B$$$$$$$,TERRORISM,,PEP,,.,.,
687194,JAVANI,Yadollah,Yadollah Javani,C&M&B7$$$$$$$$$#8&W&$$$$$$$,TERRORISM,Dr,PEP,Advisor to the Supreme Leader's representative to the IRGC,.,1956:00:00,"Isfahan; Isfahan, Iran"
692046,MAHSOULI,Sadeq,Sadeq Mahsouli,B&4&&W7$$$$$$$$4&8&3$$$$$$$,POLITICAL INDIVIDUAL,,PEP,Former Minister of the Interior and Deputy Commander-in-Chief of the Armed Forces for Law Enforcement;Minister of Welfare and Social Security,.,1959:00:00,"Orumieh, Iran; Oroumieh (Iran); Oroumieh, Iran"
695262,SALEH,Bachir,Bachir Saleh,4&W$$$$$$$$$$$$M&J2&Y$$$$$$,POLITICAL INDIVIDUAL,,PEP,Head of Cabinet of Muammar Qadhafi,.,1946:00:00,"Traghen, Libya; Traghen"
698111,MAHMOUD,Ali Habib,Ali Habib Mahmoud,B&B&&8$$$$$$$$$&W7$$$$$$$$$,POLITICAL INDIVIDUAL,Lieutenant General,PEP,Minister of Defense,.,1939:00:00,"Tartous, Syria; Tartous; Tartous, Syrian Arab Republic"
702035,GELOWICZ,Fritz Martin,Fritz Martin Gelowicz,F&W&L&34$$$$$$$GY&~4$$$$$$$,TERRORISM,,,,.,1979:09:00,"Munich, Germany; Liege, Belgium;Liège, Belgium; München, Germany"
702041,YILMAZ,Adem,Adem Yilmaz,#WB&4$$$$$$$$$$&8&B$$$$$$$$,TERRORISM,,,,.,1978:11:00,"Bayburt, Turkey"
707008,SELEK,Atilla,Atilla Selek,4&W&3$$$$$$$$$$&~&W&$$$$$$$,TERRORISM,,,,.,1985:02:00,"Ulm, Germany"
727024,AL-KHASHIBAN,Fahd Muhammad 'Abd Al-'Aziz,Fahd Muhammad 'Abd Al-'Aziz Al-Khashiban,3&42&M&B$$$$$$$G&8$$$$$$$$$,TERRORISM,,,,.,1966:10:00,"Aniza, Saudi Arabia;alt POB Oneiza, Saudi Arabia; ONEIZA , Saudi arabia"
727031,AL-TALHI,Abdul Rahim,Abdul Rahim Al-Talhi,&W~&W7$$$$$$$$$&M8#$$$$$$$$,TERRORISM,,,,.,1961:12:00,"Al-Taif, Saudi Arabia; Al-Shefa, Al-Taif, Saudi Arabia"
734184,SEPASAD ENGINEERING COMPANY,,Sepasad Engineering Company,&BF&B&Y&BF$$$$$4&M&4&8$$$$$,CORPORATE,,PEP,,.,.,
734185,SAHEL CONSULTANT ENGINEERS,,Sahel Consultant Engineers,&BF&B&Y$$$$$$$$4&2&W$$$$$$$,CORPORATE,,PEP,,.,.,
734187,ORIENTAL OIL KISH,,Oriental Oil Kish,3&42$$$$$$$$$$$#Y&&B~&$$$$$,CORPORATE,,PEP,,.,.,
734188,ORIENTAL OIL KISH,,Oriental Oil Kish,3&42$$$$$$$$$$$#Y&&B~&$$$$$,CORPORATE,,PEP,,.,.,
734189,OMRAN SAHEL,,Omran Sahel,4&2&W$$$$$$$$$$#BY&B$$$$$$$,CORPORATE,,PEP,,.,.,
734190,MINISTRY OF DEFENSE FOR ARMED FORCES LOGISTICS,,Ministry Of Defense For Armed Forces Logistics,B&B&4~Y7$$$$$$$8&M&B4$$$$$$,CORPORATE,,PEP,,.,.,
734224,GHARARGAHE SAZANDEGI GHAEM,,Gharargahe Sazandegi Ghaem,F&&B$$$$$$$$$$$F&Y&YF&$$$$$,CORPORATE,,PEP,,.,.,
734225,GHORB KARBALA,,Ghorb Karbala,3&YM&W&$$$$$$$$F&YM$$$$$$$$,CORPORATE,,PEP,,.,.,
734226,GHORB NOOH,,Ghorb Nooh,P&@$$$$$$$$$$$$F&YM$$$$$$$$,CORPORATE,,PEP,,.,.,
734227,HARA COMPANY,,Hara Company,2&Y&$$$$$$$$$$$$$$$$$$$$$$$,CORPORATE,,,,.,.,
734718,HAQQANI,Nasiruddin,Nasiruddin Haqqani,2&3&B7$$$$$$$$$P&4&Y&8$$$$$,TERRORISM,Dr,,,.,1972:00:00,"Afghanistan; alt POB: Neka District, Paktika Province, Afghanistan"
742051,MAKHLUF,Hafiz,Hafiz Makhluf,B&3W&M$$$$$$$$$2&M&4$$$$$$$,MILITARY,Colonel,PEP,"Colonel and Head of Unit in General Intelligence Directorate, Damascus Branch",.,1975:00:00,"Damascus, Syria; alt POB Damascus; Damascus, Syrian Arab Republic"
753663,LIZASO,Jurdan Martitegui,Jurdan Martitegui Lizaso,W&4&4@$$$$$$$$$C&Y8&B$$$$$$,TERRORISM,,,,.,1980:05:00,"Durango, Vizcaya, Spain; alt POB Durango (Vizcaya); alt POB Durango, Biscay, Spain"
759294,ABDUL RAHMAN,Muhammad Jibril,Muhammad Jibril Abdul Rahman,Y&B&B$$$$$$$$$$B&2&B&8$$$$$,TERRORISM,,,,.,1984:05:00,"East Lombok, West Nusa Tenggara, Indonesia; alt. POB Lombok Timur, Indonesia"
759619,YARZA,Aitzol Iriondo,Aitzol Iriondo Yarza,#Y4&$$$$$$$$$$$&&~4&W$$$$$$,TERRORISM,,,,.,1977:03:00,"San Sebastina, Guipuzcoa, Spain; alt. POB San Sebastián, Guipúzcoa, Spain;San Sebastián (Guipúzcoa); an Sebastian, Spain; San Sebastian, Spain"
762004,SUKIRNO,Bambang,Bambang Sukirno,4&3&YB@$$$$$$$$M&BM&BF$$$$$,TERRORISM,,,Senior leader of Jemaah Islamiyah,.,1975:04:00,Indonesia
779706,IRAN AIRCRAFT MANUFACTURING INDUSTRIAL COMPANY,,Iran Aircraft Manufacturing Industrial Company,&&Y3Y&M~$$$$$$$&Y&B$$$$$$$$,CORPORATE,,PEP,,.,.,
782397,KOREA HEUNGJIN TRADING COMPANY,,Korea Heungjin Trading Company,2&&BF&B$$$$$$$$3&Y&&$$$$$$$,CORPORATE,,,,.,.,
782404,KOREA DAESONG GENERAL TRADING CORPORATION,,Korea Daesong General Trading Corporation,8&&4&BF$$$$$$$$3&Y&&$$$$$$$,CORPORATE,,PEP,,.,.,
782411,KOREA TANGUN TRADING CORPORATION,,Korea Tangun Trading Corporation,~&BF&B$$$$$$$$$3&Y&&$$$$$$$,CORPORATE,,PEP,,.,.,
782413,KOREA HYOKSIN TRADING CORPORATION,,Korea Hyoksin Trading Corporation,2&&34&B$$$$$$$$3&Y&&$$$$$$$,CORPORATE,,PEP,,.,.,
782425,SOBAEKU UNITED CORP,,Sobaeku United Corp,4&M&&3#$$$$$$$$#B&~&8$$$$$$,CORPORATE,,PEP,,.,.,
782429,MECHANICAL CONSTRUCTION FACTORY,,Mechanical Construction Factory,3&B4~Y&3~&$$$$$$$$$$$$$$$$$,CORPORATE,,PEP,,.,.,
784227,BATASUNA,,Batasuna,M&~&4&B&$$$$$$$$$$$$$$$$$$$,TERRORISM,,PEP,,.,.,
785344,EUSKAL HERRITARROK,,Euskal Herritarrok,2&Y&~&Y&3$$$$$$&&43&W$$$$$$,TERRORISM,,,,.,.,
786121,SHIRAZ ELECTRONICS INDUSTRIES,,Shiraz Electronics Industries,&W&3~Y&B&3$$$$$42&Y&4$$$$$$,CORPORATE,,PEP,,.,.,
791647,IYAMUREMYE,Gaston,Gaston Iyamuremye,&&&B&Y&B7$$$$$$F&4~&B$$$$$$,POLITICAL INDIVIDUAL,Brigadier General,PEP,FDLR President,.,1948:00:00,"Musanze District (Northern Province) Rwanda; Nyakinama, Ruhengeri, Rwanda; Ruhengeri, Rwanda; Musanze District (Northern Province), Rwanda; MUSANZE DISTRICT, RWANDA; RUHENGERI, RWANDA, Rwanda; Musanze District, Northern Province, Rwanda; Musanze District"
792774,NTAWUNGUKA,Pacifique,Pacifique Ntawunguka,~&&BF&3&$$$$$$$N&4&M&3$$$$$,TERRORISM,Colonel,,Commander of FDLR 1st Division,.,1964:01:00,"Gaseke, Gisenyi Province, Rwanda; Gaseke, Western Province, Rwanda"
792776,MUGARAGU,Leodomir,Leodomir Mugaragu,B&F&Y&F#$$$$$$$W&&8&B&$$$$$,INDIVIDUAL,Brigadier General,,FDLR/FOCA Chief of Staff,.,1954:00:00,"Kigali, Rwanda; Rushashi (Northern Province), Rwanda; Rushashi, Northern Province, Rwanda"
792777,NZEYIMANA,Stanislas,Stanislas Nzeyimana,P4&&&B&B&$$$$$$4~P$$$$$$$$$,TERRORISM,Brigadier General,,Deputy Overall Commander FOCA,.,1966:01:00,"Mugusa (Butare), Rwanda; Mugusa, Butare, Rwanda"
793178,MUJAHID,Mohammed Yahya,Mohammed Yahya Mujahid,B&F&2&8$$$$$$$$B&2&B&8$$$$$,TERRORISM,,,,.,1961:03:00,"Lahore, Punjab Province, Pakistan; Sheikhupura, Pakistan"
793715,NSANZUBUKIRE,Felicien,Felicien Nsanzubukire,P4&B4&M&3&$$$$$G&W&4&&$$$$$,INDIVIDUAL,Lieutenant Colonel,,1st battalion leader of the FDLR-FOCA,.,1967:00:00,"Murama, Rwanda; Murama; Kinyinya; Rubungo; Kigali, Rwanda; Murama, Kigali, Rwanda; Rubungo, Kigali, Rwanda; Kinyinya, Kigali, Rwanda"
793722,MUJYAMBERE,Leopold,Leopold Mujyambere,B&F&&BM&Y$$$$$$W&&M&W8$$$$$,TERRORISM,Colonel,,,.,1962:03:00,"Kigali, Rwanda; Rulindo, Northern Province, Rwanda"
804808,CHERIF,Peter,Peter Cherif,J2&Y&M$$$$$$$$$N_~_$$$$$$$$,TERRORISM,,,,.,1982:01:00,"Paris, France; Paris, 20th district, France"
815547,ABZAR BORESH KAVEH CO,,Abzar Boresh Kaveh Co,3&M$$$$$$$$$$$$&M4&Y$$$$$$$,CORPORATE,,,,.,.,
815548,SAFETY EQUIPMENT PROCUREMENT COMPANY,,Safety Equipment Procurement Company,$$$$$$$$$$$$$$$$$$$$$$$$$$$,CORPORATE,,PEP,,.,.,
815549,BARZAGANI TEJARAT TAVANMAD SACCAL COMPANIES,,Barzagani Tejarat Tavanmad Saccal Companies,3&BM&B7$$$$$$$$M&Y4&F&$$$$$,CORPORATE,,PEP,,.,.,
815550,ELECTRO SANAM COMPANY,,Electro Sanam Company,&W&3~Y@$$$$$$$$4&B&B$$$$$$$,CORPORATE,,PEP,,.,.,
815551,ETTEHAD TECHNICAL GROUP,,Ettehad Technical Group,&~&2&8$$$$$$$$$$$$$$$$$$$$$,CORPORATE,,PEP,,.,.,
815552,JOZA INDUSTRIAL COMPANY,,Joza Industrial Company,C&4&$$$$$$$$$$$$$$$$$$$$$$$,CORPORATE,,PEP,,.,.,
815553,KHORASAN METALLURGY INDUSTRIES,,Khorasan Metallurgy Industries,B&~&W&YF7$$$$$$3&Y&4&B$$$$$,CORPORATE,,PEP,,.,.,
815579,ESLAMI,Mohammad,Mohammad Eslami,&4W&B7$$$$$$$$$B&2&B&8$$$$$,INDIVIDUAL,Dr,PEP,Head of Defence Industries Training and Research Institute,.,.,
816051,AL MAZIDIH,Akram Turki Hishan,Akram Turki Hishan Al Mazidih,&WB&4&87$$$$$$$&3Y&B$$$$$$$,TERRORISM,,,,.,1974:00:00,Akram Turki Al-Hishan
816053,AL MAZIDIH,Ghazy Fezza Hishan,Ghazy Fezza Hishan Al Mazidih,&WB&4&87$$$$$$$F&47$$$$$$$$,TERRORISM,,,,.,1974:00:00,
822027,INDUSTRIAL FACTORIES OF PRECISION (IFP) MACHINERY,,Industrial Factories Of Precision (Ifp) Machinery,BJ2&B&Y7$$$$$$$NY&4&4&$$$$$,CORPORATE,,,,.,.,
828035,ALI HAKIM,Boubaker Ben Habib Ben,Boubaker Ben Habib Ben Ali Hakim,2&3&B$$$$$$$$$$M&&M&3&$$$$$,TERRORISM,,,,.,1983:08:00,"Paris, France; Paris, Ile-de-France, France"
832497,MIZULINA,Yelena,Yelena Mizulina,B&4&W&B&$$$$$$$#W&B&$$$$$$$,POLITICAL INDIVIDUAL,Prof Dr,PEP,Member of the Federation Council from Omsk region,.,1954:12:00,"Bui, Kostroma, Russia; Bui, Kostroma Region, Russian Federation; Buly, Kostroma Oblast; Bui, Kostroma region; Bui, Kostroma Oblast; Bui, Kostroma Region"
832749,HAMMADOU,Abid,Abid Hammadou,2&B&8&#$$$$$$$$&M&8$$$$$$$$,TERRORISM,,,,.,1965:12:00,"Touggourt, Wilaya (province) of Ouargla, Algeria; Touggourt, Ouargla, Algeria; Deb-Deb, Amenas, Wilaya (province) of Illizu, Algeria; Deb-Deb, Amenas, Wilaya, Illizu Province, Algeria; Touggourt, Wilaya, Ouargla Province, Algeria"
834505,NACCACHE,Anis,Anis Naccache,P&3&J2$$$$$$$$$&B7$$$$$$$$$,INDIVIDUAL,,PEP,Administrator,.,1951:00:00,"Beirut, Lebanon"
834873,LEBEDEV,Oleg Vladimirovich,Oleg Vladimirovich Lebedev,W&M&8&M$$$$$$$$#W&F$$$$$$$$,POLITICAL INDIVIDUAL,,PEP,"First Deputy Chairman of the Committee on Relations with CIS Countries, Eurasian Integration and Links with Compatriots of the State Duma",.,1964:03:00,"Rudnyi, Kazakhstan; Orel/Rudny; Orel, Rudny; Rudny, Kostanai region, Kazakh SSR; Rudny, Kostanai Region, Kazakhstan"
834874,LEVICHEV,Nikolai Vladimirovich,Nikolai Vladimirovich Levichev,W&M&J2&M$$$$$$$P73$$$$$$$$$,POLITICAL INDIVIDUAL,,PEP,"Deputy Speaker, State Duma",.,1953:05:00,"Pushkin, Leningrad oblast, Russian Federation; Pushkin"
835894,BHUTTAVI,Hafiz Abdul Salam,Hafiz Abdul Salam Bhuttavi,M&~&M7$$$$$$$$$2&M&4$$$$$$$,TERRORISM,Maulavi,,,.,1940:00:00,"Gujranwala, Punjab Province, Pakistan"
840575,IRAN AIRCRAFT INDUSTRIES (IACI),,Iran Aircraft Industries (Iaci),&&Y3Y&M~$$$$$$$&Y&B$$$$$$$$,CORPORATE,,PEP,,.,.,
846144,ZHELEZNYAK,Sergei Vladimirovich,Sergei Vladimirovich Zheleznyak,4&W&4B&&3$$$$$$4&YF&7$$$$$$,POLITICAL INDIVIDUAL,,PEP,Deputy Speaker of the State Duma of the Russian Federation,.,1970:07:00,"Saint Petersburg, Russia; alt. POB Leningrad (St Petersburg), Russian Federation; alt. POB St Petersburg (former Leningrad); alt. POB St Petersburg (formerly Leningrad), Russia"
846147,ZHUROVA,Svetlana Sergeevna,Svetlana Sergeevna Zhurova,4&Y&M&$$$$$$$$$4M&~W&B$$$$$,POLITICAL INDIVIDUAL,,PEP,"First Deputy Chairman of the Committee on Foreign Affairs, State Duma",.,1972:01:00,"Pavlovo-na-Neve, Leningrad Region, Russian Federation; Pavlov-on-the-Neva"
852604,BURANOV,Suhayl Fatilloevich,Suhayl Fatilloevich Buranov,M&Y&B&M$$$$$$$$4&2&&W$$$$$$,TERRORISM,,PEP,Leader,.,1983:10:00,"Tashkent, Uzbekistan"
875098,ASHRAF,Haji Muhammad,Haji Muhammad Ashraf,&42Y&M$$$$$$$$$2&F7$$$$$$$$,TERRORISM,,,,.,1955:00:00,"Faisalabad, Pakistan"
875099,BAHAZIQ,Mahmoud Mohammad Ahmed,Mahmoud Mohammad Ahmed Bahaziq,M&2&4&3$$$$$$$$B&B&&8$$$$$$,TERRORISM,,,,.,1943:08:00,India
877950,MEHSUD,Hakimullah,Hakimullah Mehsud,B&4&8$$$$$$$$$$2&3&B&W$$$$$,TERRORISM,,,,.,1979:00:00,"South Waziristan, Pakistan; Pakistan; Kotkai Region, South Waziristan, Pakistan"
887013,VODOLATSKY,Viktor Petrovich,Viktor Petrovich Vodolatsky,V&8&W&~437$$$$$V&3~&Y$$$$$$,POLITICAL INDIVIDUAL,,PEP,Chairman of the Union of the Russian and Foreign Cossack Forces and deputy of the State Duma,.,1957:08:00,"Stef-Dar, Rostov Region, Russian Federation; Azov Region; Stefanidin Dar, Rostov region; Stefanidin Dar, Rostov Region"
894059,DARVISH-VAND,Javad,Javad Darvish-Vand,V&B8$$$$$$$$$$$C&M&8$$$$$$$,MILITARY,Brigadier General,PEP,MODAFL Deputy for Inspection,.,1966:00:00,
894060,FARAHI,Seyyed Mahdi,Seyyed Mahdi Farahi,G&Y&27$$$$$$$$$4&&&8$$$$$$$,MILITARY,Brigadier General,PEP,Managing Director of the Defence Industries Organisation (DIO),.,.,
894061,HAERI,Mojtaba,Mojtaba Haeri,2&&Y7$$$$$$$$$$B&F~&M&$$$$$,INDIVIDUAL,Engr,PEP,MODAFL Deputy for Industry,.,.,
894062,HOSEYNITASH,Ali,Ali Hoseynitash,2&4&&B&~&4$$$$$&W7$$$$$$$$$,MILITARY,Brigadier General,PEP,Head of the General Department of the Supreme National Security Council,.,.,
894063,JAFARI,Mohammad Ali,Mohammad Ali Jafari,C&M&Y7$$$$$$$$$B&2&B&8$$$$$,TERRORISM,Commander,PEP,"Commander-in-Chief, Islamic Revolutionary Guard Corps",.,1957:09:00,"Yazd, Iran; Yazd (Iran)"
894065,MAHMUDZADEH,Ebrahim,Ebrahim Mahmudzadeh,B&B&84&8$$$$$$$&MY&2&B$$$$$,INDIVIDUAL,Dr,PEP,Managing Director,.,.,
894066,MOHAMMADLU,Beik,Beik Mohammadlu,B&2&B&8W#$$$$$$M&3$$$$$$$$$,MILITARY,Brigadier General,PEP,MODAFL Deputy for Supplies and Logistics,.,.,
894067,NADERI,Mohammad,Mohammad Naderi,P&8&Y7$$$$$$$$$B&2&B&8$$$$$,MILITARY,Brigadier General,PEP,Head of Aerospace Industries Organisation (AIO),.,.,
894068,SHAFI'I RUDSARI,Mohammad,Mohammad Shafi'I Rudsari,Y&84&Y7$$$$$$$$B&2&B&8$$$$$,MILITARY,Rear Admiral,PEP,Former MODAFL Deputy for Coordination,.,.,
894069,SHAMSHIRI,Ali,Ali Shamshiri,42&B42&Y7$$$$$$&W7$$$$$$$$$,MILITARY,Brigadier General,PEP,MODAFL Deputy for Counter-Intelligence,.,.,
894070,ARMED FORCES GEOGRAPHICAL ORGANISATION,,Armed Forces Geographical Organisation,#YF&B&4&~&$$$$$F&&FY&M$$$$$,MILITARY,,PEP,,.,.,
894071,MINISTRY OF DEFENSE LOGISTICS EXPORT,,Ministry Of Defense Logistics Export,B&B&4~Y7$$$$$$$8&M&B4$$$$$$,ORGANISATION,,PEP,,.,.,
894072,STATE PURCHASING ORGANISATION (SPO),,State Purchasing Organisation (Spo),$$$$$$$$$$$$$$$#YF&B&4$$$$$,CORPORATE,,PEP,,.,.,
894073,MECHANIC INDUSTRIES GROUP,,Mechanic Industries Group,B&J2&B&3$$$$$$$$$$$$$$$$$$$,CORPORATE,,PEP,,.,.,
894074,MALEK ASHTAR UNIVERSITY OF TECHNOLOGY,,Malek Ashtar University Of Technology,#B&M&Y4&~7$$$$$B&W&3$$$$$$$,ORGANISATION,,PEP,,.,.,
894240,SABOUNI,Imad Abdul-Ghani,Imad Abdul-Ghani Sabouni,F&B7$$$$$$$$$$$&B&8$$$$$$$$,POLITICAL INDIVIDUAL,Dr,PEP,Minister of Communications and Technology,.,1964:00:00,"Damascus, Syria; Alt POB: Damascus; Damascus, Syrian Arab Republic"
894250,AL-SAYYED,Mohammad Abdul-Sattar,Mohammad Abdul-Sattar Al-Sayyed,&W4&&&8$$$$$$$$B&2&B&8$$$$$,POLITICAL INDIVIDUAL,Dr,PEP,Minister of Religious Endowments,.,1958:00:00,"Tartus, Syria"
898346,GASMI,Salah,Salah Gasmi,F&4B7$$$$$$$$$$4&W&$$$$$$$$,TERRORISM,,,,.,1971:04:00,"Zeribet El Oued, Wilaya (province) of Biskra, Algeria; Zeribet El Oued, Biskra, Algeria"
898347,DEGHDEGH,Ahmed,Ahmed Deghdegh,8&F8&F$$$$$$$$$&2B_$$$$$$$$,TERRORISM,,,,.,1967:01:00,"Anser, Wilaya (province) of Jijel, Algeria;alt POB Anser, Jijel, Algeria"
898451,UR REHMAN,Wali,Wali Ur Rehman,Y&B&B$$$$$$$$$$L&W7$$$$$$$$,TERRORISM,,,,.,1970:00:00,"Pakistan;South Waziristan, Pakistan"
903875,TAEB,Hossein,Hossein Taeb,~&&M$$$$$$$$$$$2&4&B$$$$$$$,TERRORISM,Hojjatoleslam,PEP,Deputy IRGC commander for intelligence,.,1963:00:00,"Tehran, Iran; Tehran"
907032,SHAHID SATTARI INDUSTRIES,,Shahid Sattari Industries,4&~&Y7$$$$$$$$$42&2&8$$$$$$,CORPORATE,,PEP,,.,.,
907046,SYRIATEL,,Syriatel,4&Y&&~&W$$$$$$$$$$$$$$$$$$$,CORPORATE,,,,.,.,
911783,GADDAFI,Saif Al-Arab,Saif Al-Arab Gaddafi,F&8&M7$$$$$$$$$4&&M$$$$$$$$,INDIVIDUAL,,PEP,,.,1979:00:00,"Tripoli, Libya"
918043,ARAGHI,Abdollah,Abdollah Araghi,&Y&F7$$$$$$$$$$&M8&W&$$$$$$,MILITARY,Lieutenant Commander,PEP,"Lieutenant Commander, IRGC Ground Force",.,1945:00:00,Iran
931292,FAZLI,Ali,Ali Fazli,G&4W7$$$$$$$$$$&W7$$$$$$$$$,TERRORISM,Brigadier General,PEP,Basij Deputy Commander,.,1961:04:00,"Sarkan, Hamedan Province, Iran"
931294,FADAVI,Ali,Ali Fadavi,G&8&M7$$$$$$$$$&W7$$$$$$$$$,TERRORISM,Rear Admiral,PEP,Islamic Revolutionary Guards Corps Navy Commander,.,1961:02:00,
939054,LEADING MARITIME PTE LTD,,Leading Maritime Pte Ltd,N~$$$$$$$$$$$$$B&Y&~&B$$$$$,CORPORATE,,,,.,.,
939075,IRISL MULTIMODAL TRANSPORT CO,,Irisl Multimodal Transport Co,B&W~&B&8&W$$$$$&Y&4W$$$$$$$,CORPORATE,,PEP,,.,.,
943065,TIZ PARS,,Tiz Pars,~&4$$$$$$$$$$$$N&Y$$$$$$$$$,CORPORATE,,,,.,.,
943264,GHALAWANJI,Omar Ibrahim,Omar Ibrahim Ghalawanji,F&W&L&BF7$$$$$$#B&Y$$$$$$$$,POLITICAL INDIVIDUAL,,PEP,Deputy Prime Minister for Services Affairs and Minister of Local Administration,.,1954:00:00,"Tartous, Syria; alt. POB Tartus; Tartous; Tartus, Syrian Arab Republic; Tartous, Syrian Arab Republic"
944305,TAGHTIRAN KASHAN COMPANY,,Taghtiran Kashan Company,3&42&B$$$$$$$$$~&~&Y&B$$$$$,CORPORATE,,,,.,.,
946025,SHAHLAI,Abdul Reza,Abdul Reza Shahlai,42&W&7$$$$$$$$$&M8#$$$$$$$$,TERRORISM,,PEP,Deputy Commander,.,1957:00:00,Iran
946030,FARASAKHT INDUSTRIES,,Farasakht Industries,G&Y&4&3~$$$$$$$$$$$$$$$$$$$,CORPORATE,,,,.,.,
947399,JEMMAH ANSHORUT TAUHID,,Jemmah Anshorut Tauhid,~&&2&8$$$$$$$$$C&B&$$$$$$$$,TERRORISM,,,,.,.,
947917,FULMEN GROUP,,Fulmen Group,G&WB&B$$$$$$$$$$$$$$$$$$$$$,CORPORATE,,,,.,.,
953452,IVANYUSHCHENKO,Yuriy Volodymyrovych,Yuriy Volodymyrovych Ivanyushchenko,&M&B&&42J2$$$$$#Y7$$$$$$$$$,POLITICAL INDIVIDUAL,,PEP,Former Member of Parliament,.,1959:02:00,"Yenakiyeve, Donetsk, Ukraine; Yenakiieve (Donetsk oblast); Yenakiieve, Donetsk oblast"
961521,HAQ,Abdul,Abdul Haq,2&3$$$$$$$$$$$$&M8#$$$$$$$$,TERRORISM,,,,.,1971:10:00,"Chele County, Khuttan Area, Xinjiang Uighur Autonomous Region, China"
964774,PAK,Jae-gyong,Jae-Gyong Pak,N&3$$$$$$$$$$$$C&&F&&B$$$$$,MILITARY,General,PEP,Deputy Director of the General Political Department of the People's Armed Forces and Deputy Director of the Logistics Bureau of the People's Armed Forces (military adviser to Kim Jong Il).,.,1933:00:00,
967026,KOREA TAESONG TRADING COMPANY,,Korea Taesong Trading Company,~&&4&BF$$$$$$$$3&Y&&$$$$$$$,CORPORATE,,,,.,.,
970596,TOTOONOV,Aleksandr Borisovich,Aleksandr Borisovich Totoonov,~&~&B&M$$$$$$$$&W_X$$$$$$$$,POLITICAL INDIVIDUAL,,PEP,Member of the Committee of International Affairs of the Federation Council of the Russian Federation,.,1957:03:00,"Ordzhonikidze, North Ossetia, Russia; Zhitnikovskoe, Kurgan region; Vladikavkaz, North Ossetia, Russia; Ordzhonikidze, North Ossetia; Ordzhonikidze, North Ossetia, Russian Federation"
998170,CAMARA,Moussa Dadis,Moussa Dadis Camara,3&B&Y&$$$$$$$$$B&&4&$$$$$$$,POLITICAL INDIVIDUAL,Captain,PEP,President of CNDD,.,1964:01:00,"Kouré, Lola, Guinea"
998174,PIVI,Jean-Claude,Jean-Claude Pivi,N&M7$$$$$$$$$$$C&B3W&&$$$$$,POLITICAL INDIVIDUAL,Lieutenant,PEP,Member of the CNDD,.,1960:01:00,
1008769,AL-SHIHRI,Said Ali,Said Ali Al-Shihri,&W42&Y7$$$$$$$$4&&8$$$$$$$$,TERRORISM,,,,.,1973:09:00,"Riyadh, Saudi Arabia"
1015018,ABU-AL-KHAYR,Muhammad Abdallah Hasan,Muhammad Abdallah Hasan Abu-Al-Khayr,3&&Y$$$$$$$$$$$B&2&B&8$$$$$,TERRORISM,,,,.,1975:06:00,"Al-Madinah al-Munawwarah, (Medina) Saudi Arabia; Al-Madinah al-Munawwarah, Saudi Arabia; Madinah al-Munawwarah, Saudi Arabia"
